"","Plot ID","Plot Type","Focal Species.x","Plot Notes","Plot Location.x","OBJECTID.x","parent_global_id_PLOT","created_user.x","created_date.x","last_edited_user.x","last_edited_date.x","Position source type","Receiver Name","Latitude","Longitude","Altitude","Horizontal Accuracy (m)","Vertical Accuracy (m)","Fix Time","Fix Type","Correction Age","Station ID","Number of Satellites","PDOP","HDOP","VDOP","Direction of travel (°)","Speed (km/h)","Compass reading (°)","Average Horizontal Accuracy (m)","Average Vertical Accuracy (m)","Averaged Positions","Standard Deviation (m)","x","y","Survey Date","Recorders","Survey Notes","Plot Location.y","Focal Species.y","OBJECTID.y","parent_global_id","created_user.y","created_date.y","last_edited_user.y","last_edited_date.y","Foliar Sample Tree IDs","Top Canopy","Ground Cover","Notes","OBJECTID","GlobalID","created_user","created_date","last_edited_user","last_edited_date","Distance (m)","Manual Distance (m)","Transect Type"
"11","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"s","hl",NA,51,"6f097d68-1bdf-45c1-a98d-89d95c3f53d0","erikjdesilva16","4/11/2023 8:07:36 PM","erikjdesilva16","4/11/2023 8:07:36 PM",5,NA,"north"
"12","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"s","wl",NA,52,"55bc5c59-3360-4803-8920-011523c7d893","erikjdesilva16","4/11/2023 8:07:47 PM","erikjdesilva16","4/11/2023 8:07:47 PM",5.5,NA,"north"
"13","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"t","hl",NA,53,"00b24172-409a-42a7-9da5-455d47bfc6ab","erikjdesilva16","4/11/2023 8:09:01 PM","erikjdesilva16","4/11/2023 8:09:01 PM",6,NA,"north"
"14","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"t","wl",NA,54,"69eed99f-ccb9-4b65-b342-f4df320a933d","erikjdesilva16","4/11/2023 8:11:22 PM","erikjdesilva16","4/11/2023 8:11:22 PM",6.5,NA,"north"
"15","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"t","so",NA,55,"3be6dfb6-f6c6-42f3-a8d3-1ed58bbff23f","erikjdesilva16","4/11/2023 8:11:58 PM","erikjdesilva16","4/11/2023 8:11:58 PM",7,NA,"north"
"16","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"s","so",NA,56,"be209fd7-cac2-48e0-9526-80c7003355ea","erikjdesilva16","4/11/2023 8:12:17 PM","erikjdesilva16","4/11/2023 8:12:17 PM",7.5,NA,"north"
"17","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"t","hl",NA,57,"91f69769-094c-42ec-a8f1-40d6486369aa","erikjdesilva16","4/11/2023 8:12:30 PM","erikjdesilva16","4/11/2023 8:12:30 PM",8,NA,"north"
"18","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"t","hl",NA,58,"30b442e2-c67d-4fc4-9f81-404eb7d977d9","erikjdesilva16","4/11/2023 8:12:44 PM","erikjdesilva16","4/11/2023 8:12:44 PM",8.5,NA,"north"
"19","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"t","so",NA,59,"d093802e-3e85-46d7-a91a-32294cac52e3","erikjdesilva16","4/11/2023 8:12:58 PM","erikjdesilva16","4/11/2023 8:12:58 PM",9,NA,"north"
"20","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"t","hl",NA,60,"16591f2d-7952-4717-bef9-f6339814a5c6","erikjdesilva16","4/11/2023 8:13:11 PM","erikjdesilva16","4/11/2023 8:13:11 PM",9.5,NA,"north"
"21","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"t","so",NA,61,"cb01750b-a330-4e61-a278-8a13148f7ab9","erikjdesilva16","4/11/2023 8:13:24 PM","erikjdesilva16","4/11/2023 8:13:24 PM",10,NA,"north"
"22","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"t","so",NA,62,"d7b9d8ed-f2e0-4286-af38-ff9b2e9902a5","erikjdesilva16","4/11/2023 8:13:55 PM","erikjdesilva16","4/11/2023 8:13:55 PM",10.5,NA,"north"
"23","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"t","so",NA,63,"f4e7ba3e-fb05-4578-b6da-7df0a5112b49","erikjdesilva16","4/11/2023 8:14:28 PM","erikjdesilva16","4/11/2023 8:14:28 PM",11,NA,"north"
"24","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"t","m l bc",NA,64,"58a239bd-4340-42f7-b73b-bb405662aebb","erikjdesilva16","4/11/2023 8:14:55 PM","erikjdesilva16","4/11/2023 8:14:55 PM",11.5,NA,"north"
"25","DC075","DISES","Quercus emoryi","EOCTRI plot 7 (control)",12,10,"f6b260fe-8f57-430b-be8b-228847ff5ac5","erikjdesilva16","4/11/2023 6:49:10 PM","erikjdesilva16","8/15/2023 5:15:50 PM",3,"Bad Elf Flex #152869",34.89328629,-111.831873368333,1323.69900050354,0.467911316383778,0.628,"4/11/2023 6:45:59 PM",2,7,131,10,1,0.600000023841858,0.800000011920929,201.06,0.16667999999856,99.5961109298335,NA,NA,NA,NA,-111.831873368147,34.8932862896332,"4/11/2023 6:49:45 PM","LPTN MWS MIA SKLS","lacking non veg option for LPI: trees = no veg for this survey",12,"Quercus emoryi",13,"edd9d5ab-18eb-4368-9dde-f02a9d91a4ed","erikjdesilva16","4/11/2023 6:52:52 PM","erikjdesilva16","4/12/2023 9:48:18 PM",NA,"t","hl",NA,65,"8f41a45b-4233-44a9-858b-807c8943f312","erikjdesilva16","4/11/2023 8:15:06 PM","erikjdesilva16","4/11/2023 8:15:06 PM",12,NA,"north"
